x,y,MAX_TEMPERATURE,TOTAL_SNOW_FLAG,MAX_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,MAX_REL_HUMIDITY_FLAG,SNOW_ON_GROUND_FLAG,STATION_NAME,TOTAL_RAIN_FLAG,COOLING_DEGREE_DAYS,MIN_REL_HUMIDITY,LOCAL_DATE,LOCAL_DAY,HEATING_DEGREE_DAYS_FLAG,LOCAL_MONTH,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST_FLAG,SNOW_ON_GROUND,TOTAL_SNOW,ID,MEAN_TEMPERATURE_FLAG,TOTAL_RAIN,CLIMATE_IDENTIFIER,HEATING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,PROVINCE_CODE,SPEED_MAX_GUST,DIRECTION_MAX_GUST,TOTAL_PRECIPITATION,MAX_TEMPERATURE_FLAG,TOTAL_PRECIPITATION_FLAG,MIN_TEMPERATURE,MIN_TEMPERATURE_FLAG,LOCAL_YEAR,MEAN_TEMPERATURE
-79.395,43.62861111111111,2,,,,,,TORONTO CITY CENTRE,,0,,2006-12-03 00:00:00,3,,12,,,0,,6158667.2006.12.3,,,6158667,18.5,,ON,,,0,,,-2.9,,2006,-0.5
-79.395,43.62861111111111,0.5,,,,,,TORONTO CITY CENTRE,,0,,2006-12-04 00:00:00,4,,12,,,0,,6158667.2006.12.4,,,6158667,20,,ON,,,0,,,-4.4,,2006,-2
-79.395,43.62861111111111,0.9,,,,,,TORONTO CITY CENTRE,,0,,2006-12-05 00:00:00,5,,12,,,0,,6158667.2006.12.5,,,6158667,20,,ON,,,0,,,-4.9,,2006,-2
-79.395,43.62861111111111,4.7,,,,,,TORONTO CITY CENTRE,,0,,2006-12-06 00:00:00,6,,12,,,0,,6158667.2006.12.6,,,6158667,15.3,,ON,,,0,,,0.7,,2006,2.7
-79.395,43.62861111111111,1.9,,,,,,TORONTO CITY CENTRE,,0,,2006-12-07 00:00:00,7,,12,,,0,,6158667.2006.12.7,,,6158667,22.5,,ON,,,0,,,-10.8,,2006,-4.5
-79.395,43.62861111111111,-0.5,,,,,,TORONTO CITY CENTRE,,0,,2006-12-08 00:00:00,8,,12,,,0,,6158667.2006.12.8,,,6158667,23.4,,ON,,,0,,,-10.2,,2006,-5.4
-79.395,43.62861111111111,4.8,,,,,,TORONTO CITY CENTRE,,0,,2006-12-09 00:00:00,9,,12,,,0,,6158667.2006.12.9,,,6158667,16.6,,ON,,,0,,,-2.1,,2006,1.4
-79.395,43.62861111111111,6.9,,,,,,TORONTO CITY CENTRE,,0,,2006-12-10 00:00:00,10,,12,,,0,,6158667.2006.12.10,,,6158667,13.2,,ON,,,0.5,,,2.6,,2006,4.8
-79.395,43.62861111111111,5.1,,,,,,TORONTO CITY CENTRE,,0,,2006-12-11 00:00:00,11,,12,,,0,,6158667.2006.12.11,,,6158667,13.8,,ON,,,2,,,3.2,,2006,4.2
-79.395,43.62861111111111,9.6,,,,,,TORONTO CITY CENTRE,,0,,2006-12-12 00:00:00,12,,12,,,0,,6158667.2006.12.12,,,6158667,10.9,,ON,,,1,,,4.5,,2006,7.1
-79.395,43.62861111111111,8.9,,,,,,TORONTO CITY CENTRE,,0,,2006-12-13 00:00:00,13,,12,,,0,,6158667.2006.12.13,,,6158667,12,,ON,,,1.5,,,3,,2006,6
-79.395,43.62861111111111,9.7,,,,,,TORONTO CITY CENTRE,,0,,2006-12-14 00:00:00,14,,12,,,0,,6158667.2006.12.14,,,6158667,11.5,,ON,,,0,,,3.3,,2006,6.5
-79.395,43.62861111111111,9,,,,,,TORONTO CITY CENTRE,,0,,2006-12-15 00:00:00,15,,12,,,0,,6158667.2006.12.15,,,6158667,11.7,,ON,,,0,,,3.6,,2006,6.3
-79.395,43.62861111111111,5.7,,,,,,TORONTO CITY CENTRE,,0,,2006-12-16 00:00:00,16,,12,,,0,,6158667.2006.12.16,,,6158667,13.5,,ON,,,0,,,3.3,,2006,4.5
-79.395,43.62861111111111,13.2,,,,,,TORONTO CITY CENTRE,,0,,2006-12-17 00:00:00,17,,12,,,0,,6158667.2006.12.17,,,6158667,8.9,,ON,,,0,,,5,,2006,9.1
-79.395,43.62861111111111,6.6,,,,,,TORONTO CITY CENTRE,,0,,2006-12-18 00:00:00,18,,12,,,0,,6158667.2006.12.18,,,6158667,13.3,,ON,,,0,,,2.7,,2006,4.7
-79.395,43.62861111111111,4.9,,,,,,TORONTO CITY CENTRE,,0,,2006-12-19 00:00:00,19,,12,,,0,,6158667.2006.12.19,,,6158667,15,,ON,,,0,,,1,,2006,3
-79.395,43.62861111111111,7.4,,,,,,TORONTO CITY CENTRE,,0,,2006-12-20 00:00:00,20,,12,,,0,,6158667.2006.12.20,,,6158667,13.7,,ON,,,0,,,1.2,,2006,4.3
-79.395,43.62861111111111,7.6,,,,,,TORONTO CITY CENTRE,,0,,2006-12-21 00:00:00,21,,12,,,0,,6158667.2006.12.21,,,6158667,13.6,,ON,,,0,,,1.1,,2006,4.4
-79.395,43.62861111111111,6,,,,,,TORONTO CITY CENTRE,,0,,2006-12-22 00:00:00,22,,12,,,0,,6158667.2006.12.22,,,6158667,13.1,,ON,,,16.5,,,3.8,,2006,4.9
-79.395,43.62861111111111,7,,,,,,TORONTO CITY CENTRE,,0,,2006-12-23 00:00:00,23,,12,,,0,,6158667.2006.12.23,,,6158667,12.5,,ON,,,0,,,3.9,,2006,5.5
-79.395,43.62861111111111,6.5,,,,,,TORONTO CITY CENTRE,,0,,2006-12-24 00:00:00,24,,12,,,0,,6158667.2006.12.24,,,6158667,13.9,,ON,,,0,,,1.7,,2006,4.1
-79.395,43.62861111111111,5.8,,,,,,TORONTO CITY CENTRE,,0,,2006-12-25 00:00:00,25,,12,,,0,,6158667.2006.12.25,,,6158667,14.2,,ON,,,2,,,1.7,,2006,3.8
-79.395,43.62861111111111,4.6,,,,,,TORONTO CITY CENTRE,,0,,2006-12-26 00:00:00,26,,12,,,0,,6158667.2006.12.26,,,6158667,15.9,,ON,,,2,,,-0.5,,2006,2.1
-79.395,43.62861111111111,2.8,,,,,,TORONTO CITY CENTRE,,0,,2006-12-27 00:00:00,27,,12,,,0,,6158667.2006.12.27,,,6158667,17,,ON,,,0,,,-0.9,,2006,1
-79.395,43.62861111111111,4.9,,,,,,TORONTO CITY CENTRE,,0,,2006-12-28 00:00:00,28,,12,,,0,,6158667.2006.12.28,,,6158667,15,,ON,,,0,,,1.1,,2006,3
-79.395,43.62861111111111,1.4,,,,,,TORONTO CITY CENTRE,,0,,2006-12-29 00:00:00,29,,12,,,0,,6158667.2006.12.29,,,6158667,18.6,,ON,,,0.5,,,-2.6,,2006,-0.6
-79.395,43.62861111111111,2.8,,,,,,TORONTO CITY CENTRE,,0,,2006-12-30 00:00:00,30,,12,,,0,,6158667.2006.12.30,,,6158667,17.8,,ON,,,0,,,-2.4,,2006,0.2
-79.395,43.62861111111111,4.7,,,,,,TORONTO CITY CENTRE,,0,,2006-12-31 00:00:00,31,,12,,,0,,6158667.2006.12.31,,,6158667,16.7,,ON,,,6,,,-2.1,,2006,1.3
-79.395,43.62861111111111,8.7,M,99,,,,TORONTO CITY CENTRE,M,0,62,2007-01-01 00:00:00,1,,1,,,,,6158667.2007.1.1,,,6158667,12.4,,ON,57,3,1.5,,,2.5,,2007,5.6
-79.395,43.62861111111111,6.6,M,82,,,,TORONTO CITY CENTRE,M,0,59,2007-01-02 00:00:00,2,,1,,,,,6158667.2007.1.2,,,6158667,14.5,,ON,39,29,0,,,0.4,,2007,3.5
-79.395,43.62861111111111,6.8,M,87,,,,TORONTO CITY CENTRE,M,0,71,2007-01-03 00:00:00,3,,1,,,,,6158667.2007.1.3,,,6158667,13.4,,ON,44,23,0,,,2.4,,2007,4.6
-79.395,43.62861111111111,8.3,M,93,,,,TORONTO CITY CENTRE,M,0,75,2007-01-04 00:00:00,4,,1,,,,,6158667.2007.1.4,,,6158667,11.6,,ON,39,22,2.5,,,4.4,,2007,6.4
-79.395,43.62861111111111,9.5,M,100,,,,TORONTO CITY CENTRE,M,0,92,2007-01-05 00:00:00,5,,1,,,,,6158667.2007.1.5,,,6158667,10.2,,ON,0,0,8.5,,,6,,2007,7.8
-79.395,43.62861111111111,8.9,M,100,,,,TORONTO CITY CENTRE,M,0,59,2007-01-06 00:00:00,6,,1,,,,,6158667.2007.1.6,,,6158667,11.5,,ON,48,29,5.5,,,4,,2007,6.5
-79.395,43.62861111111111,5.1,M,95,,,,TORONTO CITY CENTRE,M,0,58,2007-01-07 00:00:00,7,,1,,,,,6158667.2007.1.7,,,6158667,13.9,,ON,46,7,1.5,,,3,,2007,4.1
-79.395,43.62861111111111,5,M,97,,,,TORONTO CITY CENTRE,M,0,56,2007-01-08 00:00:00,8,,1,,,,,6158667.2007.1.8,,,6158667,15.1,,ON,76,24,1.5,,,0.7,,2007,2.9
-79.395,43.62861111111111,2.5,M,76,,,,TORONTO CITY CENTRE,M,0,49,2007-01-09 00:00:00,9,,1,,,,,6158667.2007.1.9,,,6158667,18.5,,ON,56,29,0,,,-3.5,,2007,-0.5
-79.395,43.62861111111111,-2,M,73,,,,TORONTO CITY CENTRE,M,0,48,2007-01-10 00:00:00,10,,1,,,,,6158667.2007.1.10,,,6158667,21.7,,ON,50,30,0,,,-5.4,,2007,-3.7
-79.395,43.62861111111111,6.5,M,75,,,,TORONTO CITY CENTRE,M,0,51,2007-01-11 00:00:00,11,,1,,,,,6158667.2007.1.11,,,6158667,17.3,,ON,69,2,0,,,-5.1,,2007,0.7
-79.395,43.62861111111111,7.2,M,100,,,,TORONTO CITY CENTRE,M,0,84,2007-01-12 00:00:00,12,,1,,,,,6158667.2007.1.12,,,6158667,12.9,,ON,63,24,4.5,,,2.9,,2007,5.1
-79.395,43.62861111111111,4.9,M,89,,,,TORONTO CITY CENTRE,M,0,57,2007-01-13 00:00:00,13,,1,,,,,6158667.2007.1.13,,,6158667,16.6,,ON,46,34,0.5,,,-2.1,,2007,1.4
-79.395,43.62861111111111,0.4,M,88,,,,TORONTO CITY CENTRE,M,0,66,2007-01-14 00:00:00,14,,1,,,,,6158667.2007.1.14,,,6158667,18.7,,ON,37,1,0.5,,,-1.7,,2007,-0.7
-79.395,43.62861111111111,0.2,M,88,,,,TORONTO CITY CENTRE,M,0,72,2007-01-15 00:00:00,15,,1,,,,,6158667.2007.1.15,,,6158667,20.4,,ON,57,7,9,,,-5,,2007,-2.4
-79.395,43.62861111111111,-4.9,M,77,,,,TORONTO CITY CENTRE,M,0,46,2007-01-16 00:00:00,16,,1,,,,,6158667.2007.1.16,,,6158667,26,,ON,50,29,0,,,-11.1,,2007,-8
-79.395,43.62861111111111,-0.9,M,86,,,,TORONTO CITY CENTRE,M,0,61,2007-01-17 00:00:00,17,,1,,,,,6158667.2007.1.17,,,6158667,23.3,,ON,52,24,0,,,-9.7,,2007,-5.3
-79.395,43.62861111111111,2.4,M,89,,,,TORONTO CITY CENTRE,M,0,64,2007-01-18 00:00:00,18,,1,,,,,6158667.2007.1.18,,,6158667,17.7,,ON,50,21,0,,,-1.9,,2007,0.3
-79.395,43.62861111111111,1.7,M,90,,,,TORONTO CITY CENTRE,M,0,59,2007-01-19 00:00:00,19,,1,,,,,6158667.2007.1.19,,,6158667,19.6,,ON,59,27,0.5,,,-4.9,,2007,-1.6
-79.395,43.62861111111111,-4.6,M,78,,,,TORONTO CITY CENTRE,M,0,51,2007-01-20 00:00:00,20,,1,,,,,6158667.2007.1.20,,,6158667,25.9,,ON,46,28,0,,,-11.2,,2007,-7.9
-79.395,43.62861111111111,-2.7,M,84,,,,TORONTO CITY CENTRE,M,0,55,2007-01-21 00:00:00,21,,1,,,,,6158667.2007.1.21,,,6158667,24.4,,ON,37,8,0.5,,,-10,,2007,-6.4
-79.395,43.62861111111111,-3.1,M,84,,,,TORONTO CITY CENTRE,M,0,62,2007-01-22 00:00:00,22,,1,,,,,6158667.2007.1.22,,,6158667,23,,ON,33,5,0.5,,,-6.9,,2007,-5
-79.395,43.62861111111111,2.1,M,86,,,,TORONTO CITY CENTRE,M,0,70,2007-01-23 00:00:00,23,,1,E,E,,,6158667.2007.1.23,,,6158667,19.4,,ON,50,24,,,M,-4.8,,2007,-1.4
-79.395,43.62861111111111,-0.7,M,80,,,,TORONTO CITY CENTRE,M,0,47,2007-01-24 00:00:00,24,,1,,,,,6158667.2007.1.24,,,6158667,23,,ON,41,25,0,,,-9.2,,2007,-5
-79.395,43.62861111111111,-9,M,63,,,,TORONTO CITY CENTRE,M,0,40,2007-01-25 00:00:00,25,,1,,,,,6158667.2007.1.25,,,6158667,30.3,,ON,50,34,0,,,-15.5,,2007,-12.3
-79.395,43.62861111111111,-4.3,M,89,,,,TORONTO CITY CENTRE,M,0,53,2007-01-26 00:00:00,26,,1,,,,,6158667.2007.1.26,,,6158667,28,,ON,39,1,1.5,,,-15.7,,2007,-10
-79.395,43.62861111111111,-0.5,M,95,,,,TORONTO CITY CENTRE,M,0,79,2007-01-27 00:00:00,27,,1,,,,,6158667.2007.1.27,,,6158667,20.7,,ON,33,11,0,,,-4.8,,2007,-2.7
-79.395,43.62861111111111,-1.6,M,84,,,,TORONTO CITY CENTRE,M,0,65,2007-01-28 00:00:00,28,,1,,,,,6158667.2007.1.28,,,6158667,24.4,,ON,0,0,0,,,-11.2,,2007,-6.4
-79.395,43.62861111111111,-4.9,M,75,,,,TORONTO CITY CENTRE,M,0,58,2007-01-29 00:00:00,29,,1,,,,,6158667.2007.1.29,,,6158667,27.3,,ON,48,26,0,,,-13.6,,2007,-9.3
-79.395,43.62861111111111,-5,M,85,,,,TORONTO CITY CENTRE,M,0,64,2007-01-30 00:00:00,30,,1,,,,,6158667.2007.1.30,,,6158667,25.5,,ON,0,0,0,,,-10,,2007,-7.5
-79.395,43.62861111111111,-3.7,M,78,,,,TORONTO CITY CENTRE,M,0,58,2007-01-31 00:00:00,31,,1,,,,,6158667.2007.1.31,,,6158667,24.6,,ON,61,26,0,,,-9.5,,2007,-6.6
-79.395,43.62861111111111,-1.5,M,81,,,,TORONTO CITY CENTRE,M,0,51,2007-02-01 00:00:00,1,,2,,,,,6158667.2007.2.1,,,6158667,21.8,,ON,52,24,0,,,-6,,2007,-3.8
-79.395,43.62861111111111,-1.8,M,74,,,,TORONTO CITY CENTRE,M,0,53,2007-02-02 00:00:00,2,,2,,,,,6158667.2007.2.2,,,6158667,23.4,,ON,69,27,0,,,-9,,2007,-5.4
-79.395,43.62861111111111,-5.8,M,84,,,,TORONTO CITY CENTRE,M,0,54,2007-02-03 00:00:00,3,,2,,,,,6158667.2007.2.3,,,6158667,27,,ON,78,25,0,,,-12.1,,2007,-9
-79.395,43.62861111111111,-11.4,M,73,,,,TORONTO CITY CENTRE,M,0,51,2007-02-04 00:00:00,4,,2,,,,,6158667.2007.2.4,,,6158667,31,,ON,65,25,0,,,-14.6,,2007,-13
-79.395,43.62861111111111,-9.2,M,86,,,,TORONTO CITY CENTRE,M,0,60,2007-02-05 00:00:00,5,,2,,,,,6158667.2007.2.5,,,6158667,30.2,,ON,74,25,0,,,-15.1,,2007,-12.2
-79.395,43.62861111111111,-8.9,M,74,,,,TORONTO CITY CENTRE,M,0,51,2007-02-06 00:00:00,6,,2,,,,,6158667.2007.2.6,,,6158667,29,,ON,54,26,0,,,-13,,2007,-11
-79.395,43.62861111111111,-6.4,M,74,,,,TORONTO CITY CENTRE,M,0,60,2007-02-07 00:00:00,7,,2,,,,,6158667.2007.2.7,,,6158667,27.9,,ON,0,0,0,,,-13.4,,2007,-9.9
-79.395,43.62861111111111,-3.8,M,78,,,,TORONTO CITY CENTRE,M,0,49,2007-02-08 00:00:00,8,,2,,,,,6158667.2007.2.8,,,6158667,24.6,,ON,69,24,0,,,-9.4,,2007,-6.6
-79.395,43.62861111111111,-2.8,M,75,,,,TORONTO CITY CENTRE,M,0,51,2007-02-09 00:00:00,9,,2,,,,,6158667.2007.2.9,,,6158667,25.8,,ON,48,29,0,,,-12.7,,2007,-7.8
-79.395,43.62861111111111,-3.3,M,75,,,,TORONTO CITY CENTRE,M,0,51,2007-02-10 00:00:00,10,,2,,,,,6158667.2007.2.10,,,6158667,23.6,,ON,54,30,0,,,-7.9,,2007,-5.6
-79.395,43.62861111111111,-4.1,M,70,,,,TORONTO CITY CENTRE,M,0,54,2007-02-11 00:00:00,11,,2,,,,,6158667.2007.2.11,,,6158667,24.2,,ON,59,24,0,,,-8.3,,2007,-6.2
-79.395,43.62861111111111,-4.2,M,73,,,,TORONTO CITY CENTRE,M,0,46,2007-02-12 00:00:00,12,,2,,,,,6158667.2007.2.12,,,6158667,27,,ON,48,25,0,,,-13.7,,2007,-9
-79.395,43.62861111111111,-12.8,M,75,,,,TORONTO CITY CENTRE,M,0,48,2007-02-13 00:00:00,13,,2,,,,,6158667.2007.2.13,,,6158667,32.6,,ON,57,1,0.5,,,-16.3,,2007,-14.6
-79.395,43.62861111111111,-9.7,M,75,,,,TORONTO CITY CENTRE,M,0,38,2007-02-14 00:00:00,14,,2,,,,,6158667.2007.2.14,,,6158667,30.8,,ON,50,33,1.5,,,-15.8,,2007,-12.8
-79.395,43.62861111111111,-8.1,M,78,,,,TORONTO CITY CENTRE,M,0,43,2007-02-15 00:00:00,15,,2,,,,,6158667.2007.2.15,,,6158667,31.5,,ON,61,28,0,,,-18.9,,2007,-13.5
-79.395,43.62861111111111,-4.1,M,79,,,,TORONTO CITY CENTRE,M,0,55,2007-02-16 00:00:00,16,,2,,,,,6158667.2007.2.16,,,6158667,24.5,,ON,63,2,0,,,-8.9,,2007,-6.5
-79.395,43.62861111111111,-3.8,M,77,,,,TORONTO CITY CENTRE,M,0,61,2007-02-17 00:00:00,17,,2,E,E,,,6158667.2007.2.17,,,6158667,24.7,,ON,57,25,0,,,-9.6,,2007,-6.7
-79.395,43.62861111111111,-6.5,M,76,,,,TORONTO CITY CENTRE,M,0,50,2007-02-18 00:00:00,18,,2,,,,,6158667.2007.2.18,,,6158667,28.6,,ON,46,34,0,,,-14.7,,2007,-10.6
-79.395,43.62861111111111,2.4,M,77,,,,TORONTO CITY CENTRE,M,0,49,2007-02-19 00:00:00,19,,2,,,,,6158667.2007.2.19,,,6158667,23.8,,ON,39,22,0,,,-14,,2007,-5.8
-79.395,43.62861111111111,4.9,M,82,,,,TORONTO CITY CENTRE,M,0,61,2007-02-20 00:00:00,20,,2,,,,,6158667.2007.2.20,,,6158667,16.2,,ON,39,23,0,,,-1.4,,2007,1.8
-79.395,43.62861111111111,2.6,M,84,,,,TORONTO CITY CENTRE,M,0,64,2007-02-21 00:00:00,21,,2,,,,,6158667.2007.2.21,,,6158667,18.3,,ON,0,0,0,,,-3.1,,2007,-0.3
-79.395,43.62861111111111,4.7,M,92,,,,TORONTO CITY CENTRE,M,0,64,2007-02-22 00:00:00,22,,2,,,,,6158667.2007.2.22,,,6158667,18.7,,ON,76,32,3.5,,,-6,,2007,-0.7
-79.395,43.62861111111111,-5.6,M,70,,,,TORONTO CITY CENTRE,M,0,43,2007-02-23 00:00:00,23,,2,,,,,6158667.2007.2.23,,,6158667,26.4,,ON,50,35,0,,,-11.1,,2007,-8.4
-79.395,43.62861111111111,-1.8,M,64,,,,TORONTO CITY CENTRE,M,0,51,2007-02-24 00:00:00,24,,2,E,E,,,6158667.2007.2.24,,,6158667,24.5,,ON,32,33,0,,,-11.1,,2007,-6.5
-79.395,43.62861111111111,-0.2,M,89,,,,TORONTO CITY CENTRE,M,0,64,2007-02-25 00:00:00,25,,2,,,,,6158667.2007.2.25,,,6158667,20.8,,ON,74,7,1,,,-5.4,,2007,-2.8
-79.395,43.62861111111111,-0.5,M,88,,,,TORONTO CITY CENTRE,M,0,76,2007-02-26 00:00:00,26,,2,,,,,6158667.2007.2.26,,,6158667,20,,ON,56,6,1,,,-3.5,,2007,-2
-79.395,43.62861111111111,0.6,M,86,,,,TORONTO CITY CENTRE,M,0,63,2007-02-27 00:00:00,27,,2,,,,,6158667.2007.2.27,,,6158667,19.5,,ON,0,0,0,,,-3.6,,2007,-1.5
-79.395,43.62861111111111,1.7,M,67,,,,TORONTO CITY CENTRE,M,0,42,2007-02-28 00:00:00,28,,2,,,,,6158667.2007.2.28,,,6158667,19.6,,ON,0,0,0,,,-4.8,,2007,-1.6
-79.395,43.62861111111111,0.1,M,90,,,,TORONTO CITY CENTRE,M,0,43,2007-03-01 00:00:00,1,,3,,,,,6158667.2007.3.1,,,6158667,19.6,,ON,82,7,6,,,-3.3,,2007,-1.6
-79.395,43.62861111111111,3.7,M,98,,,,TORONTO CITY CENTRE,M,0,58,2007-03-02 00:00:00,2,,3,,,,,6158667.2007.3.2,,,6158667,16.2,,ON,72,7,12,,,-0.2,,2007,1.8
-79.395,43.62861111111111,0.9,M,,,,,TORONTO CITY CENTRE,M,0,,2007-03-03 00:00:00,3,E,3,M,M,,,6158667.2007.3.3,E,,6158667,17.6,E,ON,,,0,E,,-0.2,E,2007,0.4
-79.395,43.62861111111111,-0.2,M,73,,,,TORONTO CITY CENTRE,M,0,49,2007-03-04 00:00:00,4,,3,,,,,6158667.2007.3.4,,,6158667,19.5,,ON,70,27,0,,,-2.8,,2007,-1.5
-79.395,43.62861111111111,-1.4,M,79,,,,TORONTO CITY CENTRE,M,0,46,2007-03-05 00:00:00,5,,3,,,,,6158667.2007.3.5,,,6158667,26.9,,ON,69,29,0,,,-16.4,,2007,-8.9
-79.395,43.62861111111111,-10.9,M,77,,,,TORONTO CITY CENTRE,M,0,35,2007-03-06 00:00:00,6,,3,,,,,6158667.2007.3.6,,,6158667,33.7,,ON,39,33,0,,,-20.4,,2007,-15.7
-79.395,43.62861111111111,-4.9,M,78,,,,TORONTO CITY CENTRE,M,0,50,2007-03-07 00:00:00,7,,3,,,,,6158667.2007.3.7,,,6158667,26.7,,ON,39,26,0,,,-12.5,,2007,-8.7
-79.395,43.62861111111111,-3,M,72,,,,TORONTO CITY CENTRE,M,0,42,2007-03-08 00:00:00,8,,3,,,,,6158667.2007.3.8,,,6158667,24,,ON,46,27,0,,,-8.9,,2007,-6
-79.395,43.62861111111111,0.5,M,78,,,,TORONTO CITY CENTRE,M,0,56,2007-03-09 00:00:00,9,,3,,,,,6158667.2007.3.9,,,6158667,20.6,,ON,37,7,0,,,-5.6,,2007,-2.6
-79.395,43.62861111111111,6.2,M,89,,,,TORONTO CITY CENTRE,M,0,57,2007-03-10 00:00:00,10,,3,,,,,6158667.2007.3.10,,,6158667,15,,ON,56,3,1,,,-0.2,,2007,3
-79.395,43.62861111111111,5.5,M,74,,,,TORONTO CITY CENTRE,M,0,51,2007-03-11 00:00:00,11,,3,,,,,6158667.2007.3.11,,,6158667,15.5,,ON,57,29,0.5,,,-0.5,,2007,2.5
-79.395,43.62861111111111,3.9,M,80,,,,TORONTO CITY CENTRE,M,0,64,2007-03-12 00:00:00,12,,3,,,,,6158667.2007.3.12,,,6158667,15.8,,ON,32,22,0,,,0.4,,2007,2.2
-79.395,43.62861111111111,10.9,M,86,,,,TORONTO CITY CENTRE,M,0,63,2007-03-13 00:00:00,13,,3,,,,,6158667.2007.3.13,,,6158667,11.8,,ON,33,21,0,,,1.5,,2007,6.2
-79.395,43.62861111111111,11.7,M,93,,,,TORONTO CITY CENTRE,M,0,35,2007-03-14 00:00:00,14,,3,E,E,,,6158667.2007.3.14,,,6158667,9.6,,ON,41,33,0.5,,,5,,2007,8.4
-79.395,43.62861111111111,5.9,M,57,,,,TORONTO CITY CENTRE,M,0,34,2007-03-15 00:00:00,15,,3,,,,,6158667.2007.3.15,,,6158667,15.9,,ON,50,34,0,,,-1.7,,2007,2.1
-79.395,43.62861111111111,-1.7,M,78,,,,TORONTO CITY CENTRE,M,0,35,2007-03-16 00:00:00,16,,3,,,,,6158667.2007.3.16,,,6158667,21.8,,ON,57,7,2,,,-5.8,,2007,-3.8
-79.395,43.62861111111111,0.5,M,79,,,,TORONTO CITY CENTRE,M,0,29,2007-03-17 00:00:00,17,,3,,,,,6158667.2007.3.17,,,6158667,21.1,,ON,56,32,1,,,-6.6,,2007,-3.1
-79.395,43.62861111111111,2.1,M,56,,,,TORONTO CITY CENTRE,M,0,32,2007-03-18 00:00:00,18,,3,,,,,6158667.2007.3.18,,,6158667,18.8,,ON,56,30,0,,,-3.7,,2007,-0.8
-79.395,43.62861111111111,3.2,M,83,,,,TORONTO CITY CENTRE,M,0,59,2007-03-19 00:00:00,19,,3,,,,,6158667.2007.3.19,,,6158667,18.3,,ON,63,21,0,,,-3.7,,2007,-0.3
-79.395,43.62861111111111,0.3,M,60,,,,TORONTO CITY CENTRE,M,0,32,2007-03-20 00:00:00,20,,3,,,,,6158667.2007.3.20,,,6158667,22.7,,ON,57,28,0,,,-9.6,,2007,-4.7
-79.395,43.62861111111111,3.4,M,83,,,,TORONTO CITY CENTRE,M,0,42,2007-03-21 00:00:00,21,,3,,,,,6158667.2007.3.21,,,6158667,18.4,,ON,41,11,0,,,-4.1,,2007,-0.4
-79.395,43.62861111111111,11.8,M,93,,,,TORONTO CITY CENTRE,M,0,60,2007-03-22 00:00:00,22,,3,,,,,6158667.2007.3.22,,,6158667,11.1,,ON,52,32,4,,,1.9,,2007,6.9
-79.395,43.62861111111111,7.5,M,77,,,,TORONTO CITY CENTRE,M,0,50,2007-03-23 00:00:00,23,,3,,,,,6158667.2007.3.23,,,6158667,13.7,,ON,0,0,0,,,1.1,,2007,4.3
-79.395,43.62861111111111,6.7,M,84,,,,TORONTO CITY CENTRE,M,0,59,2007-03-24 00:00:00,24,,3,,,,,6158667.2007.3.24,,,6158667,13.4,,ON,39,7,1.5,,,2.5,,2007,4.6
-79.395,43.62861111111111,4.1,M,87,,,,TORONTO CITY CENTRE,M,0,81,2007-03-25 00:00:00,25,,3,,,,,6158667.2007.3.25,,,6158667,15.7,,ON,39,7,0,,,0.4,,2007,2.3
-79.395,43.62861111111111,10.4,M,92,,,,TORONTO CITY CENTRE,M,0,81,2007-03-26 00:00:00,26,,3,,,,,6158667.2007.3.26,,,6158667,11.4,,ON,33,13,3,,,2.8,,2007,6.6
-79.395,43.62861111111111,13.3,M,,,,,TORONTO CITY CENTRE,M,0,,2007-03-27 00:00:00,27,,3,E,E,,,6158667.2007.3.27,,,6158667,9.7,,ON,44,1,,,M,3.2,,2007,8.3
-79.395,43.62861111111111,8.8,M,70,,,,TORONTO CITY CENTRE,M,0,27,2007-03-28 00:00:00,28,,3,,,,,6158667.2007.3.28,,,6158667,12.4,,ON,44,1,1.5,,,2.4,,2007,5.6
-79.395,43.62861111111111,6.1,M,55,,,,TORONTO CITY CENTRE,M,0,18,2007-03-29 00:00:00,29,,3,,,,,6158667.2007.3.29,,,6158667,15,,ON,39,4,0.5,,,-0.2,,2007,3
-79.395,43.62861111111111,11.4,M,76,,,,TORONTO CITY CENTRE,M,0,24,2007-03-30 00:00:00,30,,3,,,,,6158667.2007.3.30,,,6158667,13,,ON,37,36,0,,,-1.5,,2007,5
-79.395,43.62861111111111,5.7,M,71,,,,TORONTO CITY CENTRE,M,0,44,2007-03-31 00:00:00,31,,3,,,,,6158667.2007.3.31,,,6158667,14.1,,ON,50,1,0,,,2.1,,2007,3.9
-79.395,43.62861111111111,7.3,M,100,,,,TORONTO CITY CENTRE,M,0,65,2007-04-01 00:00:00,1,,4,,,,,6158667.2007.4.1,,,6158667,12.5,,ON,48,7,2.5,,,3.7,,2007,5.5
-79.395,43.62861111111111,12.4,M,100,,,,TORONTO CITY CENTRE,M,0,62,2007-04-02 00:00:00,2,,4,,,,,6158667.2007.4.2,,,6158667,10.2,,ON,56,26,0,,,3.2,,2007,7.8
